([#7;a:5]:[cH;D2;+0:4]:[c:3]:[c:2]:[#7;a:8]).([O;D1;H0:24]=[C;H0;D2;+0:23]=[O;H0;D1;+0:22])>>([#7;a:5]:[c;H0;D3;+0:4](:[c:3]:[c:2]:[#7;a:8])-[C;H0;D3;+0:23](-[O-;H0;D1:22])=[O;D1;H0:24]).([#1;H0;D0;+1])	1	11598
([OH;D1;+0:12]-[C@@H;D3;+0:11]1-[C:10]=[C:9]-[C:8]=[C:7]-[C:6]-1).([N;+;D1;H3:21]-[C@@H;D3;+0:20](-[C:22]-[C:23]-[C;H0;D3;+0:24](-[NH2;D1;+0:26])=[O;D1;H0:25])-[C:18](-[O;-;D1;H0:19])=[O;D1;H0:17])>>([NH3+;D1:26]-[C@@H;D3;+0:11]1-[C:10]=[C:9]-[C:8]=[C:7]-[C:6]-1).([N;+;D1;H3:21]-[C@@H;D3;+0:20](-[C:22]-[C:23]-[C;H0;D3;+0:24](-[O-;H0;D1:12])=[O;D1;H0:25])-[C:18](-[O;-;D1;H0:19])=[O;D1;H0:17])	1	11673
([NH3+;D1:12]-[C@@H;D3;+0:11]1-[C:10]=[C:9]-[C:8]=[C:7]-[C:6]-1).([N;+;D1;H3:26]-[C@@H;D3;+0:22](-[C:21]-[C:20]-[C;H0;D3;+0:18](-[O-;H0;D1:19])=[O;D1;H0:17])-[C:23](-[O;-;D1;H0:25])=[O;D1;H0:24])>>([OH;D1;+0:19]-[C@@H;D3;+0:11]1-[C:10]=[C:9]-[C:8]=[C:7]-[C:6]-1).([N;+;D1;H3:26]-[C@@H;D3;+0:22](-[C:21]-[C:20]-[C;H0;D3;+0:18](-[NH2;D1;+0:12])=[O;D1;H0:17])-[C:23](-[O;-;D1;H0:25])=[O;D1;H0:24])	1	11674
([#7;a:10]:[c:6](:[c:7]:[#7;a:8]):[n;H0;D2;+0:5]:[c;H0;D3;+0:4](:[#7;a:3])-[NH2;D1;+0:24]).([#8:29]-[P;H0;D4;+0:26](-[O-;H0;D1:27])(-[O;-;D1;H0:28])=[O;D1;H0:25]).([N;+;D1;H3:57]-[C@@H;D3;+0:53](-[C:52]-[C:51]-[C;H0;D3;+0:49](-[O-;H0;D1:50])=[O;D1;H0:48])-[C:54](-[O;-;D1;H0:56])=[O;D1;H0:55]).([#15:63]-[OH;D1;+0:66])>>([#15:63]-[O;H0;D2;+0:66]-[P;H0;D4;+0:26](-[#8:29])(-[O;-;D1;H0:28])=[O;D1;H0:25]).([#7;a:10]:[c:6](:[c:7]:[#7;a:8]):[nH;D2;+0:5]:[c;H0;D3;+0:4](:[#7;a:3])=[O;H0;D1;+0:50]).([N;+;D1;H3:57]-[C@@H;D3;+0:53](-[C:52]-[C:51]-[C;H0;D3;+0:49](-[NH2;D1;+0:24])=[O;D1;H0:48])-[C:54](-[O;-;D1;H0:56])=[O;D1;H0:55]).([OH2;D0;+0:27])	1	11682
([#15:6]-[O;H0;D2;+0:9]-[P;H0;D4;+0:10](-[#8:13])(-[O;-;D1;H0:12])=[O;D1;H0:11]).([#7;a:34]:[c;H0;D3;+0:33](=[O;H0;D1;+0:32]):[nH;D2;+0:42]:[c:41](:[#7;a:40]):[c:37]:[#7;a:38]).([N;+;D1;H3:60]-[C@@H;D3;+0:59](-[C:61]-[C:62]-[C;H0;D3;+0:63](-[NH2;D1;+0:65])=[O;D1;H0:64])-[C:57](-[O;-;D1;H0:58])=[O;D1;H0:56]).([OH2;D0;+0:66])>>([#7;a:34]:[c;H0;D3;+0:33](-[NH2;D1;+0:65]):[n;H0;D2;+0:42]:[c:41](:[#7;a:40]):[c:37]:[#7;a:38]).([#8:13]-[P;H0;D4;+0:10](-[O-;H0;D1:66])(-[O;-;D1;H0:12])=[O;D1;H0:11]).([N;+;D1;H3:60]-[C@@H;D3;+0:59](-[C:61]-[C:62]-[C;H0;D3;+0:63](-[O-;H0;D1:32])=[O;D1;H0:64])-[C:57](-[O;-;D1;H0:58])=[O;D1;H0:56]).([#15:6]-[OH;D1;+0:9]).([#1;H0;D0;+1]).([#1;H0;D0;+1])	1	11681
([C:37]-[O;H0;D2;+0:38]-[P;H0;D4;+0:39](-[O;-;D1;H0:41])(-[O;-;D1;H0:42])=[O;D1;H0:40]).([C:85]-[OH;D1;+0:86])>>([C:85]-[O;H0;D2;+0:86]-[P;H0;D4;+0:39](-[O;-;D1;H0:41])(-[O;-;D1;H0:42])=[O;D1;H0:40]).([C:37]-[OH;D1;+0:38])	1	11693
([C:37]-[O;H0;D2;+0:38]-[P;H0;D4;+0:39](-[O;-;D1;H0:41])(-[O;-;D1;H0:42])=[O;D1;H0:40]).([C:85]-[OH;D1;+0:86])>>([C:85]-[O;H0;D2;+0:86]-[P;H0;D4;+0:39](-[O;-;D1;H0:41])(-[O;-;D1;H0:42])=[O;D1;H0:40]).([C:37]-[OH;D1;+0:38])	1	11694
([#8:11]-[C:10]-[N;H0;D3;+0:6]1-[CH;D2;+0:5]=[C;H0;D3;+0:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1])-[CH2;D2;+0:9]-[CH;D2;+0:8]=[CH;D2;+0:7]-1).([#7:84]-[C:82](=[O;D1;H0:83])-[C@@H;D3;+0:71](-[#7:72]-[C:73]=[O;D1;H0:74])-[C:70]-[S;H0;D2;+0:69]-[S;H0;D2;+0:68]-[C:67].[C:76]-[C@H;D3;+0:77](-[N;+;D1;H3:81])-[C:78](-[O;-;D1;H0:80])=[O;D1;H0:79])>>([#8:11]-[C:10]-[n+;H0;D3:6]1:[cH;D2;+0:5]:[c;H0;D3;+0:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1]):[cH;D2;+0:9]:[cH;D2;+0:8]:[cH;D2;+0:7]:1).([#7:84]-[C:82](=[O;D1;H0:83])-[C@@H;D3;+0:71](-[#7:72]-[C:73]=[O;D1;H0:74])-[C:70]-[SH;D1;+0:69].[C:76]-[C@H;D3;+0:77](-[N;+;D1;H3:81])-[C:78](-[O;-;D1;H0:80])=[O;D1;H0:79]).([C:67]-[SH;D1;+0:68])	1	11742
([#8:11]-[C:10]-[n+;H0;D3:8]1:[cH;D2;+0:7]:[cH;D2;+0:6]:[cH;D2;+0:5]:[c;H0;D3;+0:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1]):[cH;D2;+0:9]:1).([#7:53]-[C:54](=[O;D1;H0:55])-[C@@H;D3;+0:56](-[#7:57]-[C:58]=[O;D1;H0:59])-[C:67]-[SH;D1;+0:68]).([#7:73]-[C:74](=[O;D1;H0:75])-[C@@H;D3;+0:76](-[#7:77]-[C:78]=[O;D1;H0:79])-[C:87]-[SH;D1;+0:88])>>([#8:11]-[C:10]-[N;H0;D3;+0:8]1-[CH;D2;+0:7]=[CH;D2;+0:6]-[CH2;D2;+0:5]-[C;H0;D3;+0:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1])=[CH;D2;+0:9]-1).([#7:53]-[C:54](=[O;D1;H0:55])-[C@@H;D3;+0:56](-[#7:57]-[C:58]=[O;D1;H0:59])-[C:67]-[S;H0;D2;+0:68]-[S;H0;D2;+0:88]-[C:87]-[C@H;D3;+0:76](-[#7:77]-[C:78]=[O;D1;H0:79])-[C:74](-[#7:73])=[O;D1;H0:75]).([#1;H0;D0;+1])	1	11741
([C:5]-[SH;D1;+0:6]).([C;D1;H3:54]-[C;H0;D3;+0:52](=[O;D1;H0:53])-[C;H0;D3;+0:50](-[O;-;D1;H0:51])=[O;D1;H0:49])>>([C:5]-[S;H0;D2;+0:6]-[C;H0;D3;+0:52](-[C;D1;H3:54])=[O;D1;H0:53]).([O;-;D1;H0:51]-[CH;D2;+0:50]=[O;D1;H0:49])	1	11846
