([C:14]-[C@@;H0;D4;+0:15](-[C:20])(-[C;D1;H3:21])-[C;H0;D3;+0:16](-[C:18])=[O;H0;D1;+0:17])>>([C:14]-[C@;H0;D4;+0:15](-[C:20])(-[C;D1;H3:21])-[CH;D3;+0:16](-[C:18])-[OH;D1;+0:17])	1.5	chemblRule35
([C:18]=[C:25]-[#7:26]-[CH2;D2;+0:27]-[C:28])>>([C:18]=[C:25]-[#7:26]-[CH;D3;+0:27](-[C:28])-[OH;D1;+0:45])	1.5	chemblRule36
([C:4]/[C:5](-[CH3;D1;+0:43])=[C:6]/[C:7])>>([C:4]/[C:5](=[C:6]/[C:7])-[CH2;D2;+0:43]-[OH;D1;+0:45])	1.5	chemblRule37
([C:11]-[O;H0;D2;+0:12]-[CH3;D1;+0:44])>>([C:11]-[OH;D1;+0:12])	1.5	chemblRule38
([C:37]=[C:38]\[C:39]-[O;H0;D2;+0:40]-[CH3;D1;+0:44])>>([C:37]=[C:38]\[C:39]-[OH;D1;+0:40])	1.5	chemblRule39
([C:18]=[C:25](-[C:23]=[O;D1;H0:24])-[NH;D2;+0:26]-[CH;D3;+0:27](-[C:28])-[OH;D1;+0:45])>>([C:18]=[C:25](-[C:23]=[O;D1;H0:24])/[N;H0;D2;+0:26]=[CH;D2;+0:27]/[C:28])	1.5	chemblRule40
([C:15]-[CH3;D1;+0:16].[C:5]=[C:6]/[C:7]-[CH3;D1;+0:8])>>([C:15]-[CH2;D2;+0:16]-[OH;D1;+0:47].[C:5]=[C:6]/[C:7]-[CH2;D2;+0:8]-[OH;D1;+0:46])	1.5	chemblRule41
([c:5]:[n;H0;D2;+0:6]:[c:7])>>([CH3;D1;+0:10]-[n+;H0;D3:6](:[c:5]):[c:7])	1.5	chemblRule42
([c:5]:[n;H0;D2;+0:6]:[c:7])>>([O-;H0;D1:10]-[n+;H0;D3:6](:[c:5]):[c:7])	1.5	chemblRule43
([C;D1;H3:10]-[n+;H0;D3:8](:[c:9]):[cH;D2;+0:7]:[c:6])>>([C;D1;H3:10]-[n;H0;D3;+0:8](:[c:9]):[c;H0;D3;+0:7](=[O;H0;D1;+0:11]):[c:6])	1.5	chemblRule44
([C;D1;H3:10]-[n+;H0;D3:8]1:[c:7]:[c:6]:[cH;D2;+0:5]:[c:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1]):[c:9]:1)>>([C;D1;H3:10]-[n;H0;D3;+0:8]1:[c:7]:[c:6]:[c;H0;D3;+0:5](=[O;H0;D1;+0:11]):[c:4](-[C:2](-[N;D1;H2:3])=[O;D1;H0:1]):[c:9]:1)	1.5	chemblRule45
